exhaust, 배기가스
panel, 패널
sewage, 하수 오물
reasonable, 합리적인
illuminate, 비추다
quantity, 수량
unchanged, 변하지 않은
thin, 얇은
mountainous, 산과 같은
scatter, 소수
column, 열
diameter, 지름
faith, 믿음
rhetoric, 수사학
notion, 개념
pursuit, 추구
assert, 주장하다
accompany, 따르게 하다
wrap, 포장하다
expansion, 확장
radically, 본래
donation, 기부
envelope, 봉투
terrestrial, 지구의
swift, 스위프트
reptile, 비열한
recover, 다시 덮다
paddle, 외륜
confuse, 혼란시키다
favourite, 가장 좋아하는
expense, 비용
wage, 값
charity, 자선 단체
underwater, 수중
simulate, 시뮬레이션
cholesterol, 콜레스테롤
fragrance, 향기
sick, 아픈
cure, 치유법
migration, 이주
migrate, 이주하다
ridge, 산등성이
frequency, 빈도
superior, 우수한
midnight, 자정
recreation, 휴양
dorm, 기숙사
noisy, 시끄러운
wash, 씻다
beam, 빔
harvest, 수확하다
colonist, 개척자
craft, 선박
articulate, 명확하게 표현하다
emphasize, 강조하다
pause, 정지시키다
transition, 이행
procedure, 절차
Termite, 흰개미
centigrade, 섭씨
construction, 건설
sketch, 스케치
incorporate, 포함하다
statement, 성명
contention, 투쟁
nickname, 별명
bravery, 용감
camp, 캠프
title, 제목
inhibit, 억제하다
exploration, 탐구
priority, 우선 사항
renovation, 혁신
classical, 고전
contemporary, 현대의
integrity, 진실성
professionally, 전문적으로
mail, 우편
helpful, 도움이 되는
minor, 미성년자
measurement, 측정
formula, 공식
probability, 개연성
ancestor, 선조
predecessor, 전임자
spill, 엎지르다
flame, 불꽃
deform, 추하게 하다
publisher, 발행자
graphically, 그래픽적으로
stamp, 우표
spanish, 스페인 사람
resist, 저항하다
witness, 증인
undergo, 받다
height, 키
plantation, 농원
privacy, 은둔
frustrate, 좌절시키다
avenue, 수단
suburb, 근교
dismiss, 해고하다
distinctive, 독특한
workshop, 작업장
arc, 호
carriage, 마차
barricade, 바리케이드
instruct, 지시하다
orientation, 정위
fraction, 분수
reluctant, 그들은 주저한다
unemployment, 실업
arrangement, 준비
privilege, 특권
diminish, 줄다
contribution, 기부금
auditory, 귀의
counterpart, 짝
stare, 응시
intent, 의지
pose, 포즈
similarity, 유사
acceptable, 받아들일 수 있는
sceptic, 회의론자
humanitarian, 인도주의적인
pragmatic, 바쁜
abolish, 폐하다
paradox, 역설
polish, 광택
photocopy, 복사
devastate, 황폐화하다
golf, 골프
reputation, 평판
minimum, 최저한의
continent, 대륙
multicultural, 다문화
certainty, 확실성
mitigate, 완화시키다
correlate, 상관시키다
discrimination, 차별
wisdom, 지혜
dissipate, 분산시키다
autonomy, 자치
permission, 허가
audio, 오디오
depiction, 묘사
assemble, 모으다
atmospheric, 대기
obscure, 애매하게 하다
potent, 유력한
rid, 제거하다
gross, 역겨운
classify, 나누다
default, 기본
weed, 잡초
chart, 차트
thrive, 번창하다
trio, 트리오
follower, 수행원
wary, 조심성 있는
appal, 사과
license, 특허
relaxation, 기분 전환
rough, 거친
migrant, 이주자
neat, 정돈된
pocket, 포켓
dominance, 권세
nitrogen, 질소
recall, 상기하다
explicit, 명백한
intentionally, 의도적으로
implicit, 절대적인
naturally, 당연히
feat, 위업
shallow, 얕은
powder, 가루
consultant, 컨설턴트
genius, 천재
consult, 찾다
transfer, 옮기다
vaccination, 백신 접종
hygiene, 위생
compulsory, 의무적인
resume, 재개하다
arthritis, 관절염
technically, 기술적으로
insomniac, 불면증
depress, 기를 꺾다
compensation, 보상
volatile, 휘발성 물질
aggression, 침략
turnover, 회전율
exemption, 면제
ultimate, 궁극적인
synthesis, 합성
conversion, 변환
accordingly, 따라서
collision, 충돌
unpredictable, 예측할 수 없는
random, 무작위의
would-be, 될 것 같은
excursion, 소풍
soul, 영혼
awake, 깨어 있는
thermodynamics, 열역학
dynamics, 역학
except, 제외하고
terrorist, 테러리스트
grammar, 문법
description, 설명
venus, 금성
handwrite, 필기
bizarre, 기괴한
observation, 관찰
inhabit, 서식한다
geographical, 지리적
decent, 품위 있는
accumulate, 모으다
stabilize, 안정시키다
vocational, 직업적인
dietitian, 영양사
compatible, 호환 가능
vacuum, 비어 있는
locality, 소재지
quarterly, 계간지
Tertiary, 제삼기
accumulation, 축적
chaotic, 혼란스러운
underground, 지하철
linguistic, 언어적인
precipitation, 강수량
longitude, 경도
erudite, 학식 있는
inclination, 기울기
diploma, 졸업 증서
bilateral, 양측
climb, 오르다
forecast, 예측
alphabetical, 알파벳순
Dinosaur, 공룡
Spectator, 구경꾼
edible, 먹을 수 있는
ski, 스키
motorbike, 오토바이
synonym, 동의어
monolingual, 단일 언어
magnify, 확대하다
notorious, 유명한
departure, 출발
passport, 여권
autumn, 가을
queen, 여왕
ventilation, 통풍
dentist, 치과 의사
editorial, 사설
dawn, 새벽
submission, 제출
mineral, 광물
Tokyo, 도쿄
prescribe, 처방하다
algebra, 대수학
certificate, 자격증
vivid, 생생한
tire, 타이어
drought, 가뭄
headline, 표제
thread, 실
altitude, 고도
bilingual, 이중 언어
violin, 바이올린
circle, 원
subjective, 주걱
paragraph, 절
tolerant, 관대 한
rainforest, 열대우림
crocodile, 악어
surgical, 외과의
surgeon, 외과 의사
geography, 지리학
nicotine, 니코틴
portrait, 초상화
genre, 장르
precarious, 믿을 수 없는
dissertation, 논문
bedroom, 침실
dormitory, 기숙사
athletic, 운동의
excellence, 우수
tournament, 토너먼트
organizer, 조직자
renewable, 재생 가능
offset, 오프셋
plummet, 자두
spectacular, 장관의
intricate, 뒤얽힌
demographic, 인구통계학적
moderate, 보통의
mature, 성숙한
breakthrough, 돌파구
chairman, 의장
inflation, 인플레이션
dialect, 방언
constrain, 억누르다
beaver, 비버
swallow, 삼키다
reminder, 알림
straightforward, 똑바로
qualification, 자격
justification, 정당화
institutional, 제도적
inequality, 불평등
likelihood, 있을 수 있는 일
fashion, 패션
burden, 부담
congestion, 충혈
consistent, 일관된
costly, 비용이 많이 드는
summarize, 요약하다
covet, 탐내다
smallpox, 천연두
labour, 노동
scarcity, 부족
upward, 상승
robbery, 강도
ubiquitous, 어디에나 있는
flatten, 단조롭게 하다
stigma, 오명
lobby, 로비
universally, 보편적으로
confound, 꺾다
compensate, 보상하다
net, 그물
deliver, 배달하다
descendant, 자손
geothermal, 지열
spike, 스파이크
hydroelectric, 수력 발전
unreliable, 신뢰할 수 없는
stretch, 뻗기
scratch, 할퀴다
aspire, 열망하다
beach, 해변
bond, 노예
fashionable, 유행하는
latter, 후자
convict, 죄수
exploitation, 착취
discredit, 불신
subconsciously, 무의식적으로
deteriorate, 악화하다
conservative, 보수적인
confine, 경계
preoccupation, 선취
emulate, 에뮬레이트하다
boast, 자랑
itinerary, 여정
temple, 절
statue, 동상
oceanic, 대양 같은
boom, 팔
destination, 목적지
comparatively, 비교적
unconventional, 틀에 얽매이지 않는
violate, 위반하다
sanction, 제재
rear, 뒤쪽
seduce, 추기다
absence, 결석
plethora, 과다
enquiry, 문의
goat, 염소
appoint, 정하다
reef, 암초
administrative, 행정
debris, 부스러기
surpass, 낫다
rage, 격노
caution, 주의
anarchy, 무정부 상태
headway, 전진
profile, 윤곽
scrutiny, 정밀한 조사
judgement, 심판
conspiracy, 음모
venue, 장소
differentiate, 구별 짓다
imperial, 장엄한
incidence, 투사
ailment, 병
cereal, 시리얼
pathology, 병리학
zealot, 열광적인 사람
clue, 단서
beard, 수염
shadow, 그림자
subsequent, 후속
commence, 시작하다
diffuse, 퍼지다
telecommunication, 통신
catalyst, 촉매
realistic, 현실적인
scan, 주사
identical, 동일한
marketplace, 시장
compel, 강요하다
harmony, 조화
vulnerability, 취약성
sporadic, 때때로 일어나는
ingenious, 영리한
inventor, 발명자
terrorism, 테러
guru, 전문가
recuperate, 회복하다
elaborate, 정교한
captivate, 사로잡다
array, 정렬
discard, 버리다
cosmetic, 화장품
emulation, 에뮬레이션
eccentric, 별난
convolute, 둘둘 말린
chess, 체스
illusion, 환각
impression, 인상
addictive, 중독성이 있는
refute, 반박하다
imitation, 모방
confusion, 착란
ambiguous, 모호한
ready, 준비가 된
blur, 흐림
permeable, 투과성
replenish, 다시 채우다
infer, 미루다
skip, 건너뛰다
innovator, 혁신가
permanent, 영구적인
conspicuous, 확실히 보이는
capitalism, 자본주의
theatre, 극장
luxurious, 고급스러운
swap, 교환
refresh, 새로 고치다
dull, 따분한
pendulum, 흔들리는 추
deride, 비웃다
manual, 수동
counsellor, 참사관
intervention, 간섭
syllabus, 강의 계획서
carbohydrate, 탄수화물
daunt, 위압적이다
agenda, 의제
occasionally, 가끔
insurance, 보험
thunder, 우뢰
cultivate, 기르다
deterrent, 그만 두게 하다
demolish, 헐다
reflection, 반사
thief, 도둑
policeman, 경관
lawn, 잔디
slippery, 미끄러운
outdated, 구식
aisle, 통로
weave, 짜다
pronunciation, 발음
precipitate, 침전물
sudden, 갑자기
asteroid, 소행성
subsequently, 그후
consensus, 의견 일치
wallet, 지갑
align, 맞추다
fulfill, 다하다
displace, 대신 들어서다
anticipate, 예상하다
reactive, 반응성
comprehend, 이해하다
casual, 평상복
vogue, 인기
experimentation, 실험
compromise, 타협
concession, 양보
annex, 신관
enlarge, 크게 하다
parade, 행렬
analogous, 유사한
drawback, 약점
attire, 복장
grammatical, 문법적인
aptitude, 적성
resemblance, 유사
aspiration, 포부
profession, 직업
practitioner, 개업의
reliability, 신뢰할 수 있음
malleable, 온순한
eradicate, 근절하다
ideology, 관념론
disseminate, 전파하다
illiterate, 읽고 쓸 줄 모르는
request, 요구
submarine, 잠수함
pristine, 깨끗한
graphic, 그래픽
perfection, 완전
sword, 검
tiger, 호랑이
inspiration, 영감
database, 데이터 베이스
controversial, 논란이 많은
folktale, 민화
precedence, 상위
offense, 위반
subordinate, 부하
contradiction, 모순
complement, 보어
evoke, 일깨우다
mode, 방법
evaporation, 증발
porous, 다공성
waterfall, 폭포
inoculation, 접종
exclusion, 제외
nontoxic, 무독성
secular, 속가
saturate, 가득한
envision, 상상하다
apparent, 명백한
rhythmical, 리드미컬한
penchant, 경향
ridiculous, 말도 안 되는
duration, 지속
favorable, 유리한
dispersal, 분산
ascertain, 명백히 하다
overview, 개요
vigorous, 원기 왕성한
limitation, 한정
neglect, 소홀히 하다
undermine, 훼손하다
primacy, 우선권
trajectory, 궤도
misgive, 미안하다
inaccurate, 부정확하다
drone, 무인 비행기
propagate, 전파하다
fitness, 적합
vigilant, 자지 않고 지키는
aboard, 배로
supersede, 대체하다
observable, 주목할 만한
suppress, 막다
mysterious, 신비한
paradigm, 어형 변화표
negotiate, 협상하다
repudiate, 부인하다
distrust, 불신
irresistible, 꼼짝 못하게 하는
pertain, 관련된
weird, 기이한
identifiable, 식별 가능
satisfactory, 만족스러운
reproduction, 생식
subsistence, 생활
parasitic, 기생하는
disperse, 해산하다
cogent, 설득력 있는
proliferate, 증식하다
sightsee, 관광하다
fibre, 섬유
lounge, 라운지
deduction, 공제
complementary, 보완적인
principally, 주로
intentioned, 의도한
sociology, 사회학
constructive, 건설적인
cooperation, 협력
catalogue, 목록
repetition, 되풀이
leaflet, 전단
exit, 출구
entrepreneur, 기업가
baseline, 기준선
stationery, 문방구
librarian, 사서
devolution, 상전
worthy, 가치 있는
sovereignty, 주권
tick, 진드기
fingerprint, 지문
headache, 두통
viper, 독사 같은 사람
comedian, 코미디언
utility, 공익사업
superstition, 미신
stagnate, 괴게 하다
tightly, 단단히
salty, 짠
intimate, 친밀한
felicitous, 좋은
maverick, 독보적인
insulate, 절연하다
legitimate, 정당한
advantageous, 유리한
plasticity, 가소성
soccer, 축구
confess, 불다
equitable, 공정한
unremarkable, 눈에 띄지 않는
ancestry, 가계
amphibian, 수륙 양용 비행기
infectious, 전염성이 있는
wander, 떠돌다
coverage, 적용 범위
scary, 무서운
hostile, 적의
viscous, 점성의
propensity, 경향
knoll, 작은 산
esoteric, 난해한
strut, 뒤를 젖히고 걷다
tribute, 공물
retrieval, 검색
amend, 개정하다
thaw, 해동
edition, 판
worsen, 더 나쁘게 하다
picnic, 피크닉
fret, 프렛
pollination, 수분
impel, 강요하다
selective, 선택적
partial, 부분적인
baffle, 헛되이 애쓰다
pressurize, 압력을 가하다
inure, 치료하다
baseball, 야구
score, 점수
perspiration, 발한
adaptable, 적응할 수 있는
willow, 솜틀
drown, 안 들리게 하다
predictable, 예측 가능한
fluctuation, 파동
bemuse, 멍하니 있다
invaluable, 귀중한
unfamiliar, 생소한
emit, 방출하다
empirical, 경험적
affluent, 풍족한
pun, 말장난
frugality, 절약
rivet, 대갈못
diverge, 갈라지다
abstemious, 검소한
exclaim, 외치다
subscribe, 구독하다
discern, 분별하다
chancellor, 장관
accomplishment, 완수
novelty, 진기함
ticket, 표
completion, 완성
diagnose, 진단하다
precursor, 전구 물질
abusive, 남용
derivative, 유도체
surge, 급등하다
benchmark, 기준
assure, 확신하다
endurance, 지구력
panic, 공황
transient, 과도 현상
petroleum, 석유
eavesdrop, 엿듣다
seemingly, 겉으로는
droplet, 작은 물방울
browser, 브라우저
muster, 소집
subcontinent, 아대륙
milestone, 중요한 단계
coalition, 연합
dismal, 음침한
adversary, 적
guardian, 보호자
awe, 두려움
sabotage, 사보타주
federation, 연합
predicament, 상태
contraction, 축소
buf, 버프
liability, 책임
horrify, 무섭게 하다
democrat, 민주당
homeless, 노숙자
trauma, 외상
expire, 내쉬다
transitional, 과도기적
conundrum, 수수께끼
constraint, 강제
efficacy, 효능
chimpanzee, 침팬지
preparedness, 준비
formidable, 무서운
pedestrian, 보행자
passer-by, 통행인
revive, 부활시키다
flotilla, 소함대
difference, 차이점
ballot, 투표권
illustrative, 예시적인
paradoxically, 역설적이게도
urgency, 긴급
ferry, 나룻배
reap, 받다
binary, 바이너리
spew, 내뿜다
sequentially, 순차적으로
vernacular, 전문 용어
mutate, 돌연변이를 일으키다
beleaguer, 포위자
matchstick, 성냥개비
pedal, 페달
outdoors, 옥외
oceanographer, 해양학자
tolerable, 웬만한
chlorophyll, 엽록소
squash, 스쿼시
elevation, 높이
van, 봉고차
figurative, 비유적인
disparage, 얕보다
embarrass, 난처하게 하다
monetary, 통화의
inappropriate, 부적절하다
royalty, 왕족
intermediate, 중급
phonograph, 축음기
exhibitor, 출품자
technologically, 기술적으로
attentive, 친절한
obedience, 복종
apprentice, 도제
supervisory, 감독
substantiate, 입증하다
choosy, 가리는
stint, 정량
concoct, 섞어서 만들다
tidal, 조수
multilingual, 다국어
twofold, 둘로 접히는 무대 배경
refurbish, 다시 닦다
habitation, 거주
abide, 머물다
amenity, 예의
discrepancy, 모순
curb, 연석
mendacious, 사기적인
nourish, 키우다
bestow, 두다
Everest, 에베레스트 산
goddess, 여신
navigation, 항해
excitable, 흥분되는
boycott, 보이콧
deficit, 부족
frontier, 국경 지방
illustrious, 유명한
inventive, 창의적인
watercolor, 수채화
knit, 뜨다
unlock, 터놓다
obstacle, 장애
membership, 회원
cram, 벼락 공부
criticise, 흠잡다
ambivalence, 양면 가치
Wise, 지혜로운
tactic, 술책
Venture, 투기
treaty, 조약
paradoxical, 역설적인
unadorned, 꾸미지 않은
rhetorical, 수사학적인
militancy, 호전성
swarm, 무리
rampant, 맹렬한
pluralism, 복수
centricity, 중심도
pledge, 약속
aftermath, 여파
intersection, 교차로
exhaustion, 피로
Nestle, 기분 좋게 눕다
fragile, 부서지기 쉬운
empathy, 공감
non-attendance, 불참
proximity, 근접성
interspecific, 종간
falter, 흔들리다
stratospheric, 성층권의
reintroduce, 다시 소개하다
elk, 고라니
preparatory, 준비
wrestle, 맞붙어 싸우다
refinement, 정제
divergent, 다른
immediacy, 직접
announcement, 발표
nun, 수녀
engrave, 새기다
botany, 식물학
explicitly, 명시적으로
biochemistry, 생화학
Gymnasium, 연무장
paucity, 소수
distortion, 왜곡
unsettle, 뒤흔들다
aloft, 위에
generalize, 일반화하다
honorary, 명예
oversee, 감독하다
operational, 운영상의
convergence, 수렴
fluent, 유창한
dim, 어둑한
hum, 흠
frigid, 몹시 추운
proliferation, 분아 증식
mosquito, 모기
attune, 맞추다
dupe, 잘 속는 사람
scurry, 소나기
notoriously, 악명 높게
inflammatory, 염증성
situational, 상황에 따른
gregarious, 사교적인
punch, 펀치
adventurous, 모험심이 강한
jaw, 턱
squirt, 분출
slim, 아주 적은
phosphorus, 인
engender, 낳다
fatal, 치명적인
hint, 힌트
commute, 갈다
ripe, 익은
compost, 퇴비
ripen, 익히다
reunion, 재결합
persistent, 지속성 있는
plague, 역병
contortion, 비틀기
cognition, 인식
racism, 민족적 우월감
cross-cultural, 다문화
accentuate, 강조하다
plausible, 그럴듯한
approximate, 근사치를 내다
meander, 구불구불한
translucent, 투명한
stave, 통널
gale, 강풍
intentional, 의도적인
deforestation, 삼림벌채
parrot, 앵무새
flowchart, 흐름도
illiteracy, 무식
sparkle, 불꽃
populate, 채우다
Himalaya, 히말라야
locomotive, 기관차
respiratory, 호흡기
subsidy, 보조금
blanket, 담요
apathy, 냉담
reconsider, 재고하다
rupture, 파열
folklore, 민속학
vacancy, 빈방 있음
predispose, 경향이 있다
fling, 시도
activism, 행동주의
takeover, 인수
impede, 방해하다
jostle, 밀다
vacant, 빈
banish, 덜어 없애다
referee, 심판
shove, 밀다
gullible, 속기 쉬운
incidentally, 우연히
salvage, 구제
spy, 스파이
restructure, 구조 조정
sprawl, 쭉 뻗다
despair, 절망
futile, 하찮은
brochure, 브로셔
majestic, 위엄 있는
unattractive, 매력적이지 않은
qualifier, 예선
undeniable, 부인할 수 없는
lease, 임차권
vicious, 나쁜
proponent, 제안자
clot, 엉긴 덩어리
funerary, 장례식
propitiate, 달래다
inspection, 점검
decorate, 장식하다
skim, 웃더껑이
habitant, 주민
furnish, 주다
logically, 논리적으로
purposeful, 목적이 있는
hardcore, 하드코어
conciliatory, 달래는
stellar, 주요한
subtract, 덜다
consecutive, 연이은
fatality, 숙명
supreme, 최고
delicacy, 섬세
pedantic, 현학적인
perceptive, 지각력이 있는
omen, 전조
savour, 맛
slender, 날씬한
burnish, 윤기
tedious, 지루한
brackish, 소금기 있는
grandiloquent, 과장된
headphone, 헤드폰
quarantine, 건강격리
ignition, 점화
abate, 감소하다
personalize, 개인화하다
inchoate, 방금 시작한
appease, 달래다
reservation, 예약
multitude, 다수
disabuse, 깨게 하다
ominous, 불길한
overt, 명백한
jut, 돌기
horticultural, 원예
tractable, 다루기 쉬운
potion, 물약
specialization, 전문화
warden, 파수꾼
twinkle, 경쾌한 움직임
energetic, 정력적인
chef, 요리사
caustic, 부식제
gush, 분출하다
defer, 연기하다
delusion, 미혹
transcend, 초월하다
enervate, 짜증 나는
Enlightenment, 계발
surfer, 서퍼
contemplate, 숙고하다
capricious, 변덕스러운
fallacious, 그릇된
sweater, 스웨터
influenza, 인플루엔자
disparate, 다른
receptionist, 접수원
asymmetrical, 비대칭
pedigree, 유래
reconstruction, 재건
sting, 찌르기
memo, 메모
homosexual, 동성애자
sunburn, 햇볕에 탐
cassette, 카세트
oscillate, 진동하다
simplicity, 간단
adulterate, 불순하다
apologize, 사과하다
integrative, 통합적인
appellation, 명칭
hallmark, 순도 검증 각인
unwind, 풀다
incongruity, 부조화
relegate, 물러나게 하다
garrulous, 잘 지껄이는
compendium, 제요
moderation, 절도
susceptible, 느끼기 쉬운
elicit, 유도하다
consent, 동의
placate, 달래다
penalty, 패널티
precipice, 절벽
commotion, 동요
elasticity, 탄력
protocol, 규약
insipid, 무미건조한
indigestion, 체
succinct, 간결
uninhabitable, 사람이 살 수 없는
irritation, 짜증나게 하는 것
undeveloped, 미개발
binge, 파티
reorganize, 재구성하다
unavailable, 없는
surveillance, 감시
regimen, 섭생
belie, 거짓말
pavement, 포장
tennis, 테니스
perennial, 다년생
obviate, 제거하다
calligrapher, 서가
supposition, 상상
wrinkle, 멋진 생각
unintentional, 의도하지 않은
cooperate, 맞잡다
alleviate, 덜다
stitch, 땀
harangue, 연설
levee, 제방
perfidious, 불신의
censure, 비난
sideline, 부업
intransigence, 비타협적
specious, 그럴듯한
ravel, 얽힘
lighten, 가볍게 하다
mollify, 달래다
deviance, 일탈
untidy, 어수선한
redact, 수정하다
eulogy, 찬사
repellent, 싫은
metamorphosis, 변형
patriotism, 애국심
kindle, 빛나다
paragon, 모범
apprise, 알리다
arena, 투기장
resort, 의지
dichotomy, 이분법
reverent, 경건한
subside, 앉다
eloquent, 웅변적인
hood, 후드
forestall, 앞서다
counsel, 조언
withdraw, 철회하다
transgression, 위반
microbiology, 미생물학
rigor, 엄밀
admonish, 타이르다
connotation, 내포
console, 콘솔
merit, 장점
malnourish, 영양실조
surf, 서핑하다
syllable, 음절
narrate, 말하다
coda, 코다
luminous, 총명한
fledgling, 풋내기
strife, 싸움
optimize, 최적화하다
officious, 참견 잘하는
plump, 쿵
introversion, 내향성
rescind, 취소하다
apocalyptic, 묵시적인
individualism, 개인주의
bolster, 받침
venerate, 존경하다
synthetic, 인조
charm, 매력
tasteless, 맛없는
unrivalled, 타의 추종을 불허하는
pitiful, 불쌍한
antipathy, 반감
execution, 실행
dispel, 쫓아내다
indigence, 결핍
mediation, 중개
compliance, 규정 준수
wavy, 떨리는
curly, 곱슬
foresight, 선견
cater, 네 끗패
moustache, 콧수염
rash, 발진
palette, 팔레트
pathological, 병리적인
radiator, 라디에이터
expressive, 나타내는
cunning, 교활한
gouge, 사기
coherent, 일관성 있는
exculpate, 변명하다
articulation, 관절
handball, 핸드볼
journalistic, 언론의
stolid, 멍청한
welter, 혼란
coagulate, 응고하다
honestly, 솔직히
aerodynamics, 공기 역학
immature, 미성숙한
earnestly, 진심으로
imperious, 거만한
ornamentation, 장식
takeof, 이륙
diatribe, 당뇨병
disingenuous, 솔직하지 못한
onset, 습격
epidemiology, 역학
aberrant, 이상한
tenet, 주의
readable, 읽을 수 있는
industrious, 근면한
brainstorm, 영감
hockey, 하키
rectify, 바로잡다
materialize, 구체화하다
objectivity, 객관성
Impressionism, 인상주의
directory, 예배 규칙서
prospectus, 취지서
swagger, 멋진
embellish, 꾸미다
dissemble, 분해하다
intermission, 중지
graphics, 제도법
punctuation, 구두
prevaricate, 선입견을 가지다
down-to-earth, 현실적인
propriety, 예의
solicitous, 근심하는
instill, 주입하다
regurgitation, 역류
gloom, 어둠
inconsequential, 대수롭지 않은
casually, 우연히
swathe, 붕대
adultery, 간통
altruism, 애타 주의
occupancy, 점유
locust, 메뚜기
gladiator, 검투사
emergent, 나타나는
formalistic, 형식주의적인
appendix, 충수
carefree, 평온한
peacekeeping, 평화 유지
overdress, 과도한 옷을 입다
encroachment, 잠식
institutionalize, 제도화하다
inconceivable, 상상할 수 없는
trivialize, 하찮게 여기다
commensurate, 상응하는
percapita, 일인당
waft, 신호기
grotesque, 그로테스크한
inbreed, 근친교배
venal, 부패한
recoup, 빼다
fanatic, 광신자
blowout, 분출
exploitative, 착취적인
corollary, 추론
tome, 한 권
steadfast, 확고부동한
repaint, 다시 칠하다
hubcap, 차바퀴 뚜껑
mudguard, 흙받기
insinuate, 스며들게 하다
overgrow, 너무 자라다
idyllic, 목가적인
boyhood, 소년기
pus, 고름
bovine, 소
cowpox, 우두
sleeplessness, 불면증
insomnia, 불명증
restitution, 반환
considerate, 사려 깊은
install, 설치하다
karat, 캐럿
titanic, 거대한
outbound, 배 밖으로
logarithmic, 대수적
invoice, 송장
latent, 숨어 있는
pneumonia, 폐렴
ache, 아픔
proportional, 비례항
arrogant, 오만한
multimedia, 멀티미디어
stipulate, 규정하다
dissolution, 용해
perfunctory, 형식적인
indistinguishable, 구분할 수 없는
scrutinize, 유심히 보다
bedside, 머리맡
Kaleidoscope, 만화경
coercive, 강압적인
conclusive, 단호한
bluf, 절벽
rammer, 프레임
require, 필요하다
dive, 잠수
death, 죽음
Utopian, 유토피아적인
federal, 연방
reprint, 재판
heraldic, 전령
grandiose, 거창한
intractable, 다루기 힘든
taxonomist, 분류학자
talkative, 말이 많은
facetious, 우스운
relationship, 관계
absent-minded, 정신이 없는
admittance, 입장
affirmative, 긍정
assurance, 보증
backache, 요통
badminton, 배드민턴
bankruptcy, 파산
barbecue, 야외 파티
bather, 목욕하는 사람
canteen, 반합
carbondioxide, 이산화탄소
chronological, 연대순
clean-shaven, 깔끔하게 면도한
coordinator, 조정자
curriculumvitae, 이력서
defective, 결함 있는
dininghall, 식당
downright, 철저한
dwellinghouse, 주거지
embassy, 대사관
fax, 팩스
harmonious, 조화로운
hitchhike, 지나가는 자동차
homestay, 홈스테이
horse-riding, 승마
hothouse, 온실
iceskating, 아이스스케이팅
inflammable, 가연물
interest-free, 무이자
interlibrary, 상호 도서관
lifeexpectancy, 기대 수명
mini-computer, 미니 컴퓨터
mini-lecture, 미니강의
motel, 모텔
newsreader, 뉴스리더
outmoded, 시대에 뒤떨어진
outscore, 이기고 있다
outskirt, 외곽
overdraft, 당좌 대월
overextend, 과도하게 확장하다
overflow, 과다
piechart, 원형 차트
postcode, 우편번호
pre-requisite, 전제 조건
queue, 대기줄
restless, 불안한
roundabout, 원형 교차로
semi-skimmed, 반쯤 걷어낸
shiftwork, 교대 근무
signalinglight, 신호등
souvenir, 기념품
speculative, 위험한
sportsgear, 운동복
sportsman, 운동가
stout, 스타우트
studentunion, 학생회
swimsuit, 수영복
textbook, 교과서
toothache, 치통
township, 타운십
trackandfield, 육상경기장
trivial, 하찮은
unceasing, 끊임없는
UnitedNations, 유엔
unshaven, 형태가 이루어지지 않은
visa, 비자
volleyball, 배구
weather-beaten, 비바람에 시달린
weight-lift, 역도
well-stocked, 잘 갖춰져 있는
wheatmeal, 밀가루
wholemeal, 통밀
wreckage, 난파
contra, 반대
claimant, 원고
reclaim, 개심
reclamation, 교정
assimilation, 동화
equilibrium, 평형
intercourse, 교통
sparingly, 아껴서
gymnastics, 체조
pedestrianoverpass, 육교
unemploymentrate, 실업률
noiseabatement, 소음 감소
conscientious, 성실한
momentous, 지극히 중대한
aplomb, 수직
apprehensive, 불안한
brandish, 휘두르다
circumference, 둘레
concoction, 혼성
defiance, 도전
deft, 손재주 있는
disdain, 경멸감
egregious, 악명 높은
ember, 타다 남은 것
engross, 몰두하다
exasperation, 격분
furtive, 몰래 하는
hasten, 서두르다
impend, 머리 위에 내려 걸리다
jabber, 재잘거리는 소리
meticulous, 세심한
monotonous, 단조로운
outlandish, 이상한
pertinent, 적절한
plenteous, 수많은
quell, 진압하다
recluse, 은둔하다
repugnant, 지겨운
serenity, 평온
stamen, 수술
terse, 간결한
uncanny, 섬뜩한
unsightly, 보기 흉한
waver, 동요
zeal, 열성
chicanery, 발뺌
gainsay, 반론
laud, 칭찬하다
abeyance, 소유자 미정
dissonance, 불협화음
goad, 막대기
lethargic, 무기력한
abscond, 도망치다
distend, 받았다
distill, 증류하다
levity, 경솔
complaisant, 안일한
divest, 벗기다
guileless, 순진한
loquacious, 말이 많은
compliant, 준수
lucid, 맑은
dogmatic, 독단적인
alacrity, 민활
condone, 묵과하다
homogeneous, 질의
magnanimity, 아량
hyperbole, 과장법
amalgamate, 아말감 으로 만들다
connoisseur, 감정가
ebullient, 끓어 넘치는
eclectic, 절충주의의
idolatry, 사신 숭배
contentious, 논쟁의 여지가 있는
immutable, 불변
ameliorate, 개선하다
contrite, 통회하는
effrontery, 뻔뻔함
anachronism, 시대 착오
elegy, 비가
impassive, 냉담한
impermeable, 불투수성
anomalous, 변칙적인
craven, 겁이 많은
imperturbable, 방해받지 않는
impervious, 통하지 않는
morose, 침울한
decorum, 단정
endemic, 풍토병
implacable, 달래기 어려운
mundane, 평범한
negate, 부정하다
implode, 파열하다
neophyte, 초보자
approbation, 허가
obdurate, 완고한
denigrate, 검게 하다
obsequious, 아첨하는
equanimity, 평정
artless, 소박한
equivocate, 흐리다
occlude, 막다
ascetic, 고행자
desiccate, 마르다
assiduous, 부지런한
